s2id,latitude,longitude,label,sublabel,iso3
1a60bc85,-4.7579110695741758,11.789196610788418,POINTE NOIRE,POINTE NOIRE OFFSHORE,COG
1a60bca3,-4.7732703974033974,11.78897752809026,POINTE NOIRE,POINTE NOIRE OFFSHORE,COG
1a60bc99,-4.7680109120225538,11.789471088614054,POINTE NOIRE,POINTE NOIRE OFFSHORE,COG
1a60bc87,-4.7529234031095289,11.789440005759477,POINTE NOIRE,POINTE NOIRE OFFSHORE,COG
1a60bc83,-4.7573576720180037,11.79486041556582,POINTE NOIRE,POINTE NOIRE OFFSHORE,COG
1a60bc9b,-4.7629501180888854,11.788995145261296,POINTE NOIRE,POINTE NOIRE OFFSHORE,COG
1a60bc75,-4.7324960202768178,11.794992124592293,POINTE NOIRE,POINTE NOIRE OFFSHORE,COG
1a60bc73,-4.7327497683084436,11.789362790854097,POINTE NOIRE,POINTE NOIRE OFFSHORE,COG
1a60bca5,-4.777823892420785,11.78923860547502,POINTE NOIRE,POINTE NOIRE OFFSHORE,COG
1a60bcaf,-4.7828308433000721,11.790064828425797,POINTE NOIRE,POINTE NOIRE OFFSHORE,COG
1a60bc7d,-4.747497212264487,11.789644097782075,POINTE NOIRE,POINTE NOIRE OFFSHORE,COG
1a60bb89,-4.7369778124266668,11.800262131014113,POINTE NOIRE,POINTE NOIRE OFFSHORE,COG
2df44861,-0.65414961224978,117.59313011583963,MAHAKAM DELTA,MAHAKAM DELTA OFFSHORE,IDN
2df44b07,-0.56349716747623091,117.60678161837386,MAHAKAM DELTA,MAHAKAM DELTA OFFSHORE,IDN
2df44b05,-0.56177859668413854,117.607245855512,MAHAKAM DELTA,MAHAKAM DELTA OFFSHORE,IDN
2df5b757,-0.40012232085784077,117.63473462205593,MAHAKAM DELTA,MAHAKAM DELTA OFFSHORE,IDN
2df5b417,-0.47678537262601267,117.62242025704758,MAHAKAM DELTA,,IDN
2df447c5,-0.67970979450843394,117.58193775061503,MAHAKAM DELTA,MAHAKAM DELTA OFFSHORE,IDN
2df44873,-0.66201830179100984,117.57712532124371,MAHAKAM DELTA,MAHAKAM DELTA OFFSHORE,IDN
2df44797,-0.69115342856772777,117.56995750366966,MAHAKAM DELTA,MAHAKAM DELTA OFFSHORE,IDN
2df413f7,-0.87280397239854435,117.46842480677017,MAHAKAM DELTA,MAHAKAM DELTA OFFSHORE,IDN
2df4471d,-0.71221786447998048,117.59470179559914,MAHAKAM DELTA,MAHAKAM DELTA OFFSHORE,IDN
2df4470d,-0.70804273408493457,117.57689221695418,MAHAKAM DELTA,MAHAKAM DELTA OFFSHORE,IDN
2df4487b,-0.65943637658715837,117.58662407874098,MAHAKAM DELTA,MAHAKAM DELTA OFFSHORE,IDN
2df44871,-0.661688007197309,117.57935886997,MAHAKAM DELTA,MAHAKAM DELTA OFFSHORE,IDN
2df5b751,-0.40672345021794581,117.636784057865,MAHAKAM DELTA,MAHAKAM DELTA OFFSHORE,IDN
2df44b0f,-0.56130456461734435,117.60934610021083,MAHAKAM DELTA,MAHAKAM DELTA OFFSHORE,IDN
2df449a9,-0.62925585006349694,117.59313011015594,MAHAKAM DELTA,MAHAKAM DELTA OFFSHORE,IDN
2df44999,-0.615006132317706,117.58773694447687,MAHAKAM DELTA,MAHAKAM DELTA OFFSHORE,IDN
2df44707,-0.70358555246986354,117.58822316839216,MAHAKAM DELTA,,IDN
2df447a3,-0.695683385096614,117.57838469190736,MAHAKAM DELTA,MAHAKAM DELTA OFFSHORE,IDN
2df5b457,-0.49813202665212203,117.60583044325897,MAHAKAM DELTA,,IDN
2df5b9e7,-0.39319471414562507,117.62079682208858,MAHAKAM DELTA,MAHAKAM DELTA OFFSHORE,IDN
2df449a3,-0.61837791186952518,117.58695386583686,MAHAKAM DELTA,MAHAKAM DELTA OFFSHORE,IDN
2df44865,-0.65907667164523542,117.5866497002495,MAHAKAM DELTA,MAHAKAM DELTA OFFSHORE,IDN
0f058289,7.72521169198388,-12.790700061619981,SHERBRO RIVER,,SLE
0f058261,7.7205809725430186,-12.7846237277973,SHERBRO RIVER,,SLE
